1690986280579451136,2.07159,-0.22479,1.01993,0.99172,0.01868,0.04460,-0.11895,
1690986280679520256,2.12614,-0.22230,1.02578,0.99359,0.01694,0.04517,-0.10223,
1690986280779372800,2.18227,-0.22216,1.02448,0.99551,0.01129,0.04138,-0.08434,
1690986280880074496,2.24762,-0.23210,1.02355,0.99765,0.00792,0.03268,-0.05977,
1690986280979190016,2.30678,-0.22670,1.02354,0.99925,0.00531,0.01842,-0.03366,
1690986281079657728,2.37468,-0.22970,1.02892,0.99977,0.00471,0.01878,-0.00904,
1690986281179289088,2.44269,-0.23189,1.03188,0.99963,0.00347,0.02509,0.01011,
1690986281279568384,2.50899,-0.22300,1.03017,0.99923,0.00582,0.03161,0.02247,
1690986281579560960,2.76558,-0.22581,1.01608,0.99975,0.00788,0.01539,0.01448,
1690986281779246080,2.94926,-0.22885,1.02860,0.99990,0.00498,0.01222,0.00544,
1690986281979133952,3.12204,-0.25187,1.01754,0.99984,0.00069,0.01120,0.01415,
1690986282079564288,3.20459,-0.25412,1.01064,0.99965,-0.00126,0.00719,0.02538,
1690986282180843776,3.29627,-0.26626,1.01359,0.99924,-0.00419,0.00833,0.03789,
1690986282279469568,3.38349,-0.27518,1.01553,0.99876,-0.00690,0.01497,0.04707,
1690986282379561728,3.47442,-0.28264,1.01214,0.99817,-0.00674,0.02780,0.05336,
1690986282579225600,3.66388,-0.29012,0.98404,0.99880,-0.00545,0.01473,0.04631,
1690986282679349504,3.77085,-0.29353,0.98379,0.99928,-0.00562,0.00323,0.03741,
1690986282779335936,3.86362,-0.29369,0.97966,0.99960,0.00045,0.00366,0.02818,
1690986282879915264,3.97709,-0.29908,0.98975,0.99977,0.00787,0.00765,0.01854,
1690986282979257600,4.08046,-0.30491,0.99033,0.99983,0.00947,0.01445,0.00688,
1690986283079460864,4.18883,-0.31362,0.98317,0.99993,-0.00032,0.00593,0.00987,
1690986283179614976,4.29838,-0.32265,0.97807,0.99963,-0.00418,-0.00160,0.02692,
1690986283279793664,4.40984,-0.33114,0.98591,0.99932,0.00162,0.01476,0.03388,
1690986283379295744,4.51938,-0.33720,0.99869,0.99906,0.00720,0.02699,0.03327,
1690986283579226880,4.73518,-0.33777,1.00369,0.99926,0.00975,0.02518,0.02730,
1690986283681527040,4.84727,-0.33016,0.99898,0.99972,0.00840,0.01599,0.01519,
1690986283779277056,4.95421,-0.31973,1.00085,0.99994,0.00236,0.01090,0.00189,
1690986283979554048,5.16552,-0.30233,1.02143,0.99945,0.01843,0.02547,-0.01023,
1690986284179313152,5.37477,-0.30003,1.01877,0.99975,0.00009,0.02141,-0.00677,
1690986284279337216,5.47819,-0.30333,1.01620,0.99987,-0.01080,0.00841,0.00904,
1690986284379603712,5.58008,-0.30638,1.02266,0.99970,-0.01688,0.00462,0.01726,
1690986284579479552,5.78073,-0.31006,1.04121,0.99939,-0.01081,0.01534,0.02932,
1690986284680040704,5.88149,-0.30814,1.03907,0.99959,-0.00841,0.00599,0.02676,
1690986284779588864,5.98330,-0.30396,1.03271,0.99971,-0.01182,-0.00984,0.01844,
1690986284879309056,6.08563,-0.29899,1.03051,0.99971,-0.01550,-0.01819,0.00392,
1690986284979254016,6.18911,-0.29540,1.03656,0.99985,-0.00969,-0.01314,-0.00501,
1690986285079431680,6.29507,-0.29389,1.04310,0.99994,0.00115,-0.00260,-0.01088,
1690986285179156992,6.40148,-0.29533,1.04374,0.99981,0.00273,0.00257,-0.01911,
1690986285279812352,6.51041,-0.29890,1.03751,0.99989,-0.00490,-0.00509,-0.01318,
1690986285379437824,6.61865,-0.30254,1.03308,0.99987,-0.01261,-0.00958,0.00217,
1690986285479252224,6.72705,-0.30430,1.03802,0.99982,-0.01515,-0.00131,0.01107,
1690986285579315456,6.83513,-0.30515,1.04661,0.99959,-0.01280,0.00885,0.02404,
1690986285679661056,6.94264,-0.30583,1.05167,0.99940,-0.00486,0.02066,0.02736,
1690986285879523328,7.15707,-0.30670,1.04556,0.99983,-0.01131,0.01469,0.00084,
1690986285979202560,7.26389,-0.30814,1.05004,0.99955,-0.01797,-0.00290,-0.02402,
1690986286080658176,7.36833,-0.31185,1.05918,0.99949,-0.00325,-0.00340,-0.03152,
1690986286379549696,7.65485,-0.33161,1.06266,0.99971,-0.00825,-0.01368,-0.01829,
1690986286479434752,7.74590,-0.33664,1.05846,0.99973,-0.01400,-0.01651,-0.00882,
1690986286579382272,7.83495,-0.33880,1.06127,0.99984,-0.01453,-0.01008,0.00263,
1690986286679595520,7.91968,-0.33879,1.06573,0.99978,-0.01143,-0.00430,0.01730,
1690986286979647744,8.18316,-0.32787,1.06283,0.99971,-0.01833,-0.01537,0.00271,
1690986287079534336,8.26981,-0.32011,1.06893,0.99991,-0.01179,-0.00481,-0.00454,
1690986287179350016,8.35737,-0.31452,1.07540,0.99986,-0.00924,-0.00043,-0.01413,
1690986287479265024,8.61874,-0.32201,1.06988,0.99994,-0.00800,0.00025,-0.00754,
